,,,,,,,
Código,Classificação,Grupo,Valor,% Partic,% Lucro,%% Vendas,Núm. Clientes
,,,,,,,Atendidos
10291,1.11.113.004.004,                      Anis,"2.718,64","3,40","31,57","0,01",318
10292,1.11.113.004.005,                      Bicarbonato De Sodio,"5.852,03","7,32","29,62","0,02",1182
10293,1.11.113.004.006,                      Canela,"6.715,43","8,40","31,24","0,02",1396
10294,1.11.113.004.007,                      Cebola Em Po,"2.078,63","2,60","30,46","0,01",471
10295,1.11.113.004.008,                      Cheiro Verde,"291,39","0,36","27,50","0,00",64
10296,1.11.113.004.009,                      Chimichurri,"4.715,85","5,90","30,21","0,01",702
10297,1.11.113.004.010,                      Coentro,"311,82","0,39","31,47","0,00",66
10298,1.11.113.004.011,                      Cogumelo Seco,"209,09","0,26","30,37","0,00",12
10299,1.11.113.004.012,                      Colorificos,"3.663,20","4,58","30,18","0,01",829
10300,1.11.113.004.013,                      Cominho,"176,50","0,22","31,16","0,00",41
10301,1.11.113.004.014,                      Cravo,"3.624,14","4,53","30,61","0,01",744
10302,1.11.113.004.015,                      Curry,"443,61","0,56","30,98","0,00",129
10303,1.11.113.004.016,                      Endro,"1.377,65","1,72","32,13","0,00",216
10304,1.11.113.004.017,                      Erva Doce,"0,00","0,00","0,00","0,00",0
10305,1.11.113.004.018,                      Ervas Finas,"1.063,37","1,33","29,82","0,00",237
10306,1.11.113.004.019,                      Kit Gin,"307,87","0,38","29,84","0,00",46
10307,1.11.113.004.020,                      Lemon Pepper,"0,00","0,00","0,00","0,00",0
10308,1.11.113.004.021,                      Louro,"2.579,75","3,23","30,43","0,01",517
10309,1.11.113.004.022,                      Manjericao,"307,77","0,38","31,24","0,00",119
10310,1.11.113.004.023,                      Manjerona,"355,78","0,44","31,63","0,00",86
10311,1.11.113.004.024,                      Mostarda Em Po,"773,50","0,97","28,57","0,00",72
10312,1.11.113.004.025,                      Noz Moscada,"1.271,52","1,59","30,36","0,00",269
10313,1.11.113.004.026,                      Oregano,"7.073,48","8,85","29,03","0,02",1349
10314,1.11.113.004.027,                      Outras Especiarias,"11.825,42","14,79","30,61","0,03",1739
10315,1.11.113.004.028,                      Papricas,"4.807,71","6,02","29,67","0,01",1197
10316,1.11.113.004.029,                      Pimentas,"5.956,25","7,45","29,84","0,02",1068
10317,1.11.113.004.030,                      Sal Amoniaco,"1.877,64","2,35","29,99","0,01",400
10318,1.11.113.004.031,                      Salsa,"426,82","0,53","30,28","0,00",108
10319,1.11.113.004.032,                      Tomate Seco,"0,00","0,00","0,00","0,00",0
10320,1.11.113.004.033,                      Vinagrete,"408,05","0,51","30,87","0,00",85
10321,1.11.113.005,                Maionese,"139.474,48","25,98","22,44","0,36",0
10322,1.11.113.005.001,                      Maionese Light Acima 250g,"1.586,82","1,14","27,08","0,00",100
10323,1.11.113.005.002,                      Maionese Light Ate 250g,"0,00","0,00","0,00","0,00",0
10324,1.11.113.005.003,                      Maionese Diet Light Zero,"0,00","0,00","0,00","0,00",0
10325,1.11.113.005.004,                      Maionese Sache Lanche 7g,"0,00","0,00","0,00","0,00",0
10326,1.11.113.005.005,                      Maioneses Saborizada Acima 1kg,"0,00","0,00","0,00","0,00",0
10327,1.11.113.005.006,                      Maionese Saborizada Acima 250g,"12.400,00","8,89","23,21","0,03",802
10328,1.11.113.005.007,                      Maionese Saborizada Ate 250g,"0,00","0,00","0,00","0,00",0
10329,1.11.113.005.008,                      Maionese Tradicional Acima De 1kg,"3.635,60","2,61","17,79","0,01",167
10330,1.11.113.005.009,                      Maionese Tradicional Acima De 500g a 1kg,"16.876,02","12,10","23,09","0,04",920
10331,1.11.113.005.010,                      Maionese Tradicional Ate 250g,"10.667,63","7,65","26,21","0,03",1834
10332,1.11.113.005.011,                      Maionese Tradicional De 251g a 500g,"94.308,41","67,62","21,90","0,24",8595
10333,1.11.113.006,                Molhos E Condimentos,"29.898,89","5,57","24,69","0,08",0
10334,1.11.113.006.001,                      Molho Agridoce,"0,00","0,00","0,00","0,00",0
10335,1.11.113.006.002,                      Molho Alho,"838,51","2,80","28,20","0,00",114
10336,1.11.113.006.003,                      Molho Barbecue,"2.151,46","7,20","25,17","0,01",342
10337,1.11.113.006.004,                      Molho Barbecue Sache 7g,"0,00","0,00","0,00","0,00",0
10338,1.11.113.006.005,                      Molho Branco,"61,60","0,21","29,01","0,00",11
10339,1.11.113.006.006,                      Molho De Pimenta Sache 7g,"0,00","0,00","0,00","0,00",0
10340,1.11.113.006.007,                      Molho Ingles,"468,76","1,57","26,59","0,00",83
10341,1.11.113.006.008,                      Molho Pimenta,"7.549,04","25,25","25,45","0,02",987
10342,1.11.113.006.009,                      Molho Salada,"776,91","2,60","25,04","0,00",58
10343,1.11.113.006.010,                      Molho Shoyu,"5.732,17","19,17","27,01","0,02",624
10344,1.11.113.006.011,                      Outros Molhos,"12.320,44","41,21","22,70","0,03",1283
10345,1.11.113.006.012,                      Outros Molhos Sache 7g,"0,00","0,00","0,00","0,00",0
10346,1.11.113.007,                Pates,"3.215,33","0,60","28,12","0,01",0
10347,1.11.113.007.001,                      Pate De Carne,"0,00","0,00","0,00","0,00",0
10348,1.11.113.007.002,                      Pate De Peixe,"3.215,33","100,00","28,12","0,01",238
10349,1.11.113.007.003,                      Pates Diversos,"0,00","0,00","0,00","0,00",0
10350,1.11.113.008,                Pratos Prontos,"5.324,69","0,99","26,72","0,01",0
10351,1.11.113.008.001,                      Almondegas,"872,57","16,39","28,09","0,00",54
10352,1.11.113.008.002,                      Arroz Pronto,"0,00","0,00","0,00","0,00",0
10353,1.11.113.008.003,                      Feijao Feijoada Pronta,"1.732,70","32,54","27,10","0,01",114
10354,1.11.113.008.004,                      Fiambre Pratos Prontos,"0,00","0,00","0,00","0,00",0
10355,1.11.113.008.005,                      Outras Conservas De Carne,"0,00","0,00","0,00","0,00",0
10356,1.11.113.008.006,                      Outras Massas Prontas,"179,18","3,36","23,61","0,00",18
10357,1.11.113.008.007,                      Produtos Pre Cozidos,"1.923,41","36,12","26,16","0,01",151
10358,1.11.113.008.008,                      Pure De Batata,"0,00","0,00","0,00","0,00",0
10359,1.11.113.008.009,                      Salsichas,"616,83","11,58","26,36","0,00",59
10360,1.11.113.009,                Sopas E Cremes,"28.579,49","5,32","26,94","0,07",0
10361,1.11.113.009.001,                      Cremes,"3.720,48","13,02","27,42","0,01",356
10362,1.11.113.009.002,                      Sopa Individual,"4.692,99","16,42","27,26","0,01",454
10363,1.11.113.009.003,                      Sopao E Canjao,"20.166,02","70,56","26,78","0,05",1883
10364,1.11.113.010,                Vinagres E Agrins,"31.460,32","5,86","30,30","0,08",0
10365,1.11.113.010.001,                      Acetos Balsamicos,"103,98","0,33","26,90","0,00",4
10366,1.11.113.010.002,                      Sumo Sabores,"570,00","1,81","29,79","0,00",40
10367,1.11.113.010.003,                      Vinagre De Alcool,"24.072,90","76,52","30,44","0,06",7834
10368,1.11.113.010.004,                      Vinagre De Arroz,"329,74","1,05","30,02","0,00",46
10369,1.11.113.010.005,                      Vinagre De Maca,"3.866,20","12,29","30,24","0,01",398
10370,1.11.113.010.006,                      Vinagres Saborizados,"2.517,50","8,00","29,31","0,01",375
10371,1.11.114,          Salgadinhos E Aperitivos,"700.256,83","29,84","26,30","1,82",0
10372,1.11.114.001,                Aperitivos,"74.447,16","10,63","26,96","0,19",0
10373,1.11.114.001.001,                      Amendoim,"46.087,56","61,91","25,57","0,12",3836
10374,1.11.114.001.002,                      Azeitona,"0,00","0,00","0,00","0,00",0
10375,1.11.114.001.003,                      Castanha Amendoas E Pistache,"129,94","0,18","11,76","0,00",6
10376,1.11.114.001.004,                      Mix De Aperitivos,"0,00","0,00","0,00","0,00",0
10377,1.11.114.001.005,                      Pipocas Prontas,"28.229,66","37,92","29,31","0,07",4780
10378,1.11.114.001.006,                      Saborizados,"0,00","0,00","0,00","0,00",0
10379,1.11.114.002,                Batata Palha,"74.356,23","10,62","28,54","0,19",0
10380,1.11.114.002.001,                      Batata Palha Acima De 1kg,"0,00","0,00","0,00","0,00",0
10381,1.11.114.002.002,                      Batata Palha Extrafina,"21.780,97","29,29","29,09","0,06",2433
10382,1.11.114.002.003,                      Batata Palha Regular,"52.575,26","70,71","28,31","0,14",5642
10383,1.11.114.002.004,                      Batata Palha Saborizada,"0,00","0,00","0,00","0,00",0
10384,1.11.114.003,                Salgadinhos,"551.453,44","78,75","25,91","1,43",0
10385,1.11.114.003.001,                      Salgadinho Batata,"141.419,95","25,64","26,46","0,37",12695
10386,1.11.114.003.002,                      Salgadinho Farinha,"103.881,92","18,84","25,71","0,27",12804
10387,1.11.114.003.003,                      Salgadinho Milho,"306.151,57","55,52","25,72","0,79",31081
10388,1.11.114.003.004,                      Salgadinho Premium,"0,00","0,00","0,00","0,00",0
10389,1.12,    Seca Doce,"4.459.860,23","22,74","23,72","11,56",0
10390,1.12.115,          Biscoitos,"840.785,16","18,85","25,09","2,18",0
10391,1.12.115.001,                Biscoitos Doces,"708.860,35","84,31","25,08","1,84",0
10392,1.12.115.001.001,                      Biscoito Amanteigado,"69.466,97","9,80","27,69","0,18",7075
10393,1.12.115.001.002,                      Biscoito Champagne,"2.191,60","0,31","26,84","0,01",206
10394,1.12.115.001.003,                      Biscoito Doce Coco,"4.195,96","0,59","26,35","0,01",570
10395,1.12.115.001.004,                      Biscoito Doce Especial,"12.447,18","1,76","26,13","0,03",984
10396,1.12.115.001.005,                      Biscoito Doce Glaceado,"0,00","0,00","0,00","0,00",0
10397,1.12.115.001.006,                      Biscoito Doce Leite,"64.965,99","9,16","24,10","0,17",8692
10398,1.12.115.001.007,                      Biscoito Doce Maizena,"11.917,82","1,68","25,82","0,03",1712
10399,1.12.115.001.008,                      Biscoito Doce Maria,"17.149,10","2,42","25,87","0,04",1914
10400,1.12.115.001.009,                      Biscoito Recheado Chocolate,"87.312,73","12,32","21,63","0,23",12745
10401,1.12.115.001.010,                      Biscoito Recheado Demais Sabores,"92.207,13","13,01","23,65","0,24",10568
10402,1.12.115.001.011,                      Biscoito Recheado Morango,"17.344,20","2,45","25,07","0,05",3921
10403,1.12.115.001.012,                      Biscoito Tortinha,"35.753,61","5,04","27,76","0,09",5150
10404,1.12.115.001.013,                      Biscoito Waffer,"128.572,15","18,14","24,91","0,33",18041
10405,1.12.115.001.014,                      Caixa Sortidos,"0,00","0,00","0,00","0,00",0
10406,1.12.115.001.015,                      Biscoito Cookies,"27.212,00","3,84","27,14","0,07",3474
10407,1.12.115.001.016,                      Pao De Mel Alfajor E Palito,"68.255,05","9,63","24,60","0,18",5907
10408,1.12.115.001.017,                      Rosquinhas E Sequilhos,"69.868,86","9,86","27,52","0,18",8997
10409,1.12.115.002,                Biscoitos Salgados,"131.924,81","15,69","25,14","0,34",0
10410,1.12.115.002.001,                      Biscoito Agua E Sal,"16.822,37","12,75","24,58","0,04",2281
10411,1.12.115.002.002,                      Biscoito Aperitivo,"43,92","0,03","25,66","0,00",8
10412,1.12.115.002.003,                      Biscoito Cream Cracker,"12.365,63","9,37","25,88","0,03",1781
10413,1.12.115.002.004,                      Biscoito De Polvilho,"32.743,95","24,82","28,06","0,09",4219
10414,1.12.115.002.005,                      Biscoito Salgado Especial,"46.718,30","35,41","24,40","0,12",4991
10415,1.12.115.002.006,                      Biscoito Salgado Lanche,"23.174,14","17,57","22,52","0,06",2760
10416,1.12.115.002.007,                      Biscoito Salgado Recheado,"56,50","0,04","30,58","0,00",8
10417,1.12.116,          Bomboniere,"1.443.877,55","32,38","24,93","3,74",0
10418,1.12.116.001,                Balas E Doces,"360.268,40","24,95","27,24","0,93",0
10419,1.12.116.001.001,                      Bala De Gelatina,"124.492,64","34,56","26,33","0,32",11850
10420,1.12.116.001.002,                      Bala De Goma,"26.199,98","7,27","27,44","0,07",4390
10421,1.12.116.001.003,                      Balas Duras,"28.392,66","7,88","30,11","0,07",6839
10422,1.12.116.001.004,                      Balas Mastigavel,"74.464,02","20,67","27,12","0,19",9609
10423,1.12.116.001.005,                      Balas Recheadas,"18.943,51","5,26","26,23","0,05",2323
10424,1.12.116.001.006,                      Doces Diversos,"11.549,33","3,21","29,37","0,03",1203
10425,1.12.116.001.007,                      Drops,"0,00","0,00","0,00","0,00",0
10426,1.12.116.001.008,                      Marshmallows,"12.508,27","3,47","26,50","0,03",1095
10427,1.12.116.001.009,                      Palha Italiana,"0,00","0,00","0,00","0,00",0
10428,1.12.116.001.010,                      Pastilha,"19.595,74","5,44","28,76","0,05",2771
10429,1.12.116.001.011,                      Pirulito,"23.088,08","6,41","28,47","0,06",2994
10430,1.12.116.001.012,                      Torrone,"21.034,17","5,84","26,39","0,06",4184
10431,1.12.116.002,                Bombons,"278.416,31","19,28","20,73","0,72",0
10432,1.12.116.002.001,                      Bombom Caixa Regular,"209.859,01","75,38","19,16","0,54",11472
10433,1.12.116.002.002,                      Bombom Fino,"0,00","0,00","0,00","0,00",0
10434,1.12.116.002.003,                      Bombom Individual,"34.917,50","12,54","29,12","0,09",8368
10435,1.12.116.002.004,                      Bombom Pacote,"33.639,80","12,08","21,78","0,09",556
10436,1.12.116.003,                Chocolates,"673.519,08","46,65","25,21","1,75",0
10437,1.12.116.003.001,                      Chocolates Barra/Tablete Cacau Show,"20.050,68","2,98","16,03","0,05",1471
10438,1.12.116.003.002,                      Chocolates Candy Bar Individual,"195.898,95","29,09","27,66","0,51",22313
10439,1.12.116.003.003,                      Chocolates Candy Bar Pacote,"8.446,46","1,25","25,65","0,02",461
10440,1.12.116.003.004,                      Chocolate Confeitos,"15.918,41","2,36","29,55","0,04",2340
10441,1.12.116.003.005,                      Chocolates Diet Zero,"0,00","0,00","0,00","0,00",0
10442,1.12.116.003.006,                      Chocolates Finos,"0,00","0,00","0,00","0,00",0
10443,1.12.116.003.007,                      Chocolates Infantil,"0,00","0,00","0,00","0,00",0
10444,1.12.116.003.008,                      Chocolates Waffer,"151.562,92","22,50","21,24","0,39",17145
10446,1.12.116.003.009,                      Chocolates Barra/Tablete Chocolate,"281.641,66","41,82","26,04","0,73",21389
10447,1.12.116.004,                Goma De Mascar,"131.673,76","9,12","26,09","0,34",0
10448,1.12.116.004.001,                      Chiclete Recheado,"16.812,99","12,77","24,78","0,04",2850
10449,1.12.116.004.002,                      Chiclete Stick,"112.024,93","85,08","26,23","0,29",17962
10450,1.12.116.004.003,                      Chiclete Tradicional,"2.835,84","2,15","28,28","0,01",1514
10451,1.12.117,          Cereais E Saudaveis,"477.038,71","10,70","22,65","1,24",0
10452,1.12.117.001,                Adocantes,"12.696,53","2,66","26,78","0,03",0
10453,1.12.117.001.001,                      Adocante Culinario,"0,00","0,00","0,00","0,00",0
10454,1.12.117.001.002,                      Adocante Em Po,"325,22","2,56","27,83","0,00",37
10455,1.12.117.001.003,                      Adocante Liquido,"12.371,31","97,44","26,75","0,03",1295
10456,1.12.117.002,                Aveia,"13.876,22","2,91","27,53","0,04",0
10457,1.12.117.002.001,                      Aveia Flocos E Graos,"10.762,25","77,56","27,55","0,03",1547
10458,1.12.117.002.002,                      Farinha De Aveia,"3.113,97","22,44","27,49","0,01",457
10459,1.12.117.003,                Barra De Cereal,"55.223,79","11,58","22,82","0,14",0
10460,1.12.117.003.001,                      Barra De Cereais Tradicional,"51.475,76","93,21","22,95","0,13",7101
